id,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
2565,Precinct 24,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,1395,24,1075,296
2566,Precinct 24,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
2567,Precinct 24,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,308,19,207,82
2569,Precinct 24,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,1365,22,1046,297
2570,Precinct 24,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
2571,Precinct 24,"Dist Attorney, 159th Judicial Dist",,,Under Votes,338,21,236,81
2573,Precinct 24,County Attorney,,REP,James M. Yakovsky,1388,23,1065,300
2574,Precinct 24,County Attorney,,,Over Votes,0,0,0,0
2575,Precinct 24,County Attorney,,,Under Votes,315,20,217,78
2577,Precinct 24,District Clerk - Unexpired Term,,REP,Meagan Moore,1395,23,1071,301
2578,Precinct 24,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
2579,Precinct 24,District Clerk - Unexpired Term,,,Under Votes,308,20,211,77
2581,Precinct 24,Sheriff,,REP,Tom Selman,1421,26,1091,304
2582,Precinct 24,Sheriff,,,Over Votes,0,0,0,0
2583,Precinct 24,Sheriff,,,Under Votes,282,17,191,74
2586,Precinct 24,County Tax Assessor-Collector,,REP,Billie Page,1404,26,1076,302
2587,Precinct 24,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
2588,Precinct 24,County Tax Assessor-Collector,,,Under Votes,299,17,206,76
2590,Precinct 24,County Commissioner Pct 1,,REP,Rocky Thigpen,1410,24,1076,310
2591,Precinct 24,County Commissioner Pct 1,,,Over Votes,0,0,0,0
2592,Precinct 24,County Commissioner Pct 1,,,Under Votes,293,19,206,68
2594,Precinct 24,Constable Pct 2,,REP,Trae Trevathan,1367,23,1047,297
2595,Precinct 24,Constable Pct 2,,,Over Votes,0,0,0,0
2596,Precinct 24,Constable Pct 2,,,Under Votes,336,20,235,81
2598,Precinct 25,Registered Voters,,,,2594,,,
2599,Precinct 25,Ballots Cast,,,,1634,26,1210,398
2601,Precinct 25,President,,REP,Donald J. Trump/JD Vance,1338,20,1027,291
2602,Precinct 25,President,,DEM,Kamala D. Harris/Tim Walz,280,5,170,105
2603,Precinct 25,President,,LIB,Chase Oliver/Mike ter Maat,7,0,5,2
2604,Precinct 25,President,,GRN,Jill Stein/Rudolph Ware,3,0,3,0
2605,Precinct 25,President,,,Write-ins,1,0,1,0
2606,Precinct 25,President,,,Over Votes,0,0,0,0
2607,Precinct 25,President,,,Under Votes,5,1,4,0
2609,Precinct 25,U.S. Senate,,REP,Ted Cruz,1287,21,997,269
2610,Precinct 25,U.S. Senate,,DEM,Colin Allred,287,5,180,102
2611,Precinct 25,U.S. Senate,,LIB,Ted Brown,36,0,21,15
2612,Precinct 25,U.S. Senate,,,Write-ins,0,0,0,0
2613,Precinct 25,U.S. Senate,,,Over Votes,0,0,0,0
2614,Precinct 25,U.S. Senate,,,Under Votes,24,0,12,12
2616,Precinct 25,U.S. House,17,REP,Pete Sessions,1321,20,1022,279
2617,Precinct 25,U.S. House,17,DEM,Mark Lorenzen,254,5,154,95
2618,Precinct 25,U.S. House,17,,Over Votes,0,0,0,0
2619,Precinct 25,U.S. House,17,,Under Votes,59,1,34,24
2622,Precinct 25,Railroad Commissioner,,REP,Christi Craddick,1278,21,987,270
2623,Precinct 25,Railroad Commissioner,,DEM,Katherine Culbert,237,4,156,77
2624,Precinct 25,Railroad Commissioner,,LIB,Hawk Dunlap,38,0,26,12
2625,Precinct 25,Railroad Commissioner,,GRN,Eddie Espinoza,18,0,6,12
2626,Precinct 25,Railroad Commissioner,,,Write-ins,0,0,0,0
2627,Precinct 25,Railroad Commissioner,,,Over Votes,0,0,0,0
2628,Precinct 25,Railroad Commissioner,,,Under Votes,63,1,35,27
2630,Precinct 25,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,1326,19,1023,284
2631,Precinct 25,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,250,5,155,90
2632,Precinct 25,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
2633,Precinct 25,"Justice, Supreme Court, Pl 2",,,Under Votes,58,2,32,24
2635,Precinct 25,"Justice, Supreme Court, Pl 4",,REP,John Devine,1315,19,1012,284
2636,Precinct 25,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,255,5,162,88
2637,Precinct 25,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
2638,Precinct 25,"Justice, Supreme Court, Pl 4",,,Under Votes,64,2,36,26
2640,Precinct 25,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,1289,20,1000,269
2641,Precinct 25,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,247,5,154,88
2642,Precinct 25,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,30,0,18,12
2643,Precinct 25,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
2644,Precinct 25,"Justice, Supreme Court, Pl 6",,,Under Votes,68,1,38,29
2647,Precinct 25,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,1308,20,1009,279
2648,Precinct 25,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,253,4,162,87
2649,Precinct 25,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
2650,Precinct 25,"Presiding Judge, Ct of Crim App",,,Under Votes,73,2,39,32
2652,Precinct 25,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,1314,21,1013,280
2653,Precinct 25,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,243,3,155,85
2654,Precinct 25,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
2655,Precinct 25,"Judge, Ct of Crim App, Pl 7",,,Under Votes,77,2,42,33
2657,Precinct 25,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,1317,21,1014,282
2658,Precinct 25,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,237,4,152,81
2659,Precinct 25,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
2660,Precinct 25,"Judge, Ct of Crim App, Pl 8",,,Under Votes,80,1,44,35
2662,Precinct 25,State Representative,9,REP,Trent Ashby,1403,21,1059,323
2663,Precinct 25,State Representative,9,,Over Votes,0,0,0,0
2664,Precinct 25,State Representative,9,,Under Votes,231,5,151,75
2667,Precinct 25,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,1372,21,1035,316
2668,Precinct 25,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
2669,Precinct 25,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,262,5,175,82
2671,Precinct 25,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,1357,21,1023,313
2672,Precinct 25,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
2673,Precinct 25,"Dist Attorney, 159th Judicial Dist",,,Under Votes,277,5,187,85
2675,Precinct 25,County Attorney,,REP,James M. Yakovsky,1377,21,1038,318
2676,Precinct 25,County Attorney,,,Over Votes,0,0,0,0
2677,Precinct 25,County Attorney,,,Under Votes,257,5,172,80
2679,Precinct 25,District Clerk - Unexpired Term,,REP,Meagan Moore,1376,21,1038,317
2680,Precinct 25,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
2681,Precinct 25,District Clerk - Unexpired Term,,,Under Votes,258,5,172,81
2683,Precinct 25,Sheriff,,REP,Tom Selman,1407,25,1055,327
2684,Precinct 25,Sheriff,,,Over Votes,0,0,0,0
2685,Precinct 25,Sheriff,,,Under Votes,227,1,155,71
2688,Precinct 25,County Tax Assessor-Collector,,REP,Billie Page,1384,25,1033,326
2689,Precinct 25,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
2690,Precinct 25,County Tax Assessor-Collector,,,Under Votes,250,1,177,72
2692,Precinct 25,County Commissioner Pct 1,,REP,Rocky Thigpen,1385,22,1036,327
2693,Precinct 25,County Commissioner Pct 1,,,Over Votes,0,0,0,0
2694,Precinct 25,County Commissioner Pct 1,,,Under Votes,249,4,174,71
2696,Precinct 25,Constable Pct 2,,REP,Trae Trevathan,1350,22,1010,318
2697,Precinct 25,Constable Pct 2,,,Over Votes,0,0,0,0
2698,Precinct 25,Constable Pct 2,,,Under Votes,284,4,200,80
2700,Precinct 26,Registered Voters,,,,1761,,,
2701,Precinct 26,Ballots Cast,,,,1294,28,1023,243
2703,Precinct 26,President,,REP,Donald J. Trump/JD Vance,1133,23,907,203
2704,Precinct 26,President,,DEM,Kamala D. Harris/Tim Walz,152,5,109,38
2705,Precinct 26,President,,LIB,Chase Oliver/Mike ter Maat,6,0,5,1
2706,Precinct 26,President,,GRN,Jill Stein/Rudolph Ware,2,0,1,1
2707,Precinct 26,President,,,Write-ins,1,0,1,0
2708,Precinct 26,President,,,Over Votes,0,0,0,0
2709,Precinct 26,President,,,Under Votes,0,0,0,0
2711,Precinct 26,U.S. Senate,,REP,Ted Cruz,1105,23,887,195
2712,Precinct 26,U.S. Senate,,DEM,Colin Allred,175,5,126,44
2713,Precinct 26,U.S. Senate,,LIB,Ted Brown,8,0,6,2
2714,Precinct 26,U.S. Senate,,,Write-ins,0,0,0,0
2715,Precinct 26,U.S. Senate,,,Over Votes,0,0,0,0
2716,Precinct 26,U.S. Senate,,,Under Votes,6,0,4,2
2718,Precinct 26,U.S. House,17,REP,Pete Sessions,1128,23,901,204
2719,Precinct 26,U.S. House,17,DEM,Mark Lorenzen,140,4,104,32
2720,Precinct 26,U.S. House,17,,Over Votes,0,0,0,0
2721,Precinct 26,U.S. House,17,,Under Votes,26,1,18,7
2724,Precinct 26,Railroad Commissioner,,REP,Christi Craddick,1088,23,881,184
2725,Precinct 26,Railroad Commissioner,,DEM,Katherine Culbert,141,3,103,35
2726,Precinct 26,Railroad Commissioner,,LIB,Hawk Dunlap,19,0,10,9
2727,Precinct 26,Railroad Commissioner,,GRN,Eddie Espinoza,7,0,3,4
2728,Precinct 26,Railroad Commissioner,,,Write-ins,1,0,1,0
2729,Precinct 26,Railroad Commissioner,,,Over Votes,0,0,0,0
2730,Precinct 26,Railroad Commissioner,,,Under Votes,38,2,25,11
2732,Precinct 26,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,1111,23,891,197
2733,Precinct 26,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,145,3,106,36
2734,Precinct 26,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
2735,Precinct 26,"Justice, Supreme Court, Pl 2",,,Under Votes,38,2,26,10
2737,Precinct 26,"Justice, Supreme Court, Pl 4",,REP,John Devine,1102,23,887,192
2738,Precinct 26,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,150,3,108,39
2739,Precinct 26,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
2740,Precinct 26,"Justice, Supreme Court, Pl 4",,,Under Votes,42,2,28,12
2742,Precinct 26,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,1102,23,885,194
2743,Precinct 26,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,136,3,99,34
2744,Precinct 26,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,15,0,10,5
2745,Precinct 26,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
2746,Precinct 26,"Justice, Supreme Court, Pl 6",,,Under Votes,41,2,29,10
2749,Precinct 26,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,1103,23,889,191
2750,Precinct 26,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,145,3,101,41
2751,Precinct 26,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
2752,Precinct 26,"Presiding Judge, Ct of Crim App",,,Under Votes,46,2,33,11
2754,Precinct 26,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,1107,22,887,198
2755,Precinct 26,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,138,3,101,34
2756,Precinct 26,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
2757,Precinct 26,"Judge, Ct of Crim App, Pl 7",,,Under Votes,49,3,35,11
2759,Precinct 26,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,1111,22,893,196
2760,Precinct 26,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,138,3,100,35
2761,Precinct 26,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
2762,Precinct 26,"Judge, Ct of Crim App, Pl 8",,,Under Votes,45,3,30,12
2764,Precinct 26,State Representative,9,REP,Trent Ashby,1154,23,920,211
2765,Precinct 26,State Representative,9,,Over Votes,0,0,0,0
2766,Precinct 26,State Representative,9,,Under Votes,140,5,103,32
2769,Precinct 26,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,1133,23,907,203
2770,Precinct 26,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
2771,Precinct 26,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,161,5,116,40
2773,Precinct 26,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,1116,23,889,204
2774,Precinct 26,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
2775,Precinct 26,"Dist Attorney, 159th Judicial Dist",,,Under Votes,178,5,134,39
2777,Precinct 26,County Attorney,,REP,James M. Yakovsky,1129,23,901,205
2778,Precinct 26,County Attorney,,,Over Votes,0,0,0,0
2779,Precinct 26,County Attorney,,,Under Votes,165,5,122,38
2781,Precinct 26,District Clerk - Unexpired Term,,REP,Meagan Moore,1121,23,893,205
2782,Precinct 26,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
2783,Precinct 26,District Clerk - Unexpired Term,,,Under Votes,173,5,130,38
2785,Precinct 26,Sheriff,,REP,Tom Selman,1141,23,907,211
2786,Precinct 26,Sheriff,,,Over Votes,0,0,0,0
2787,Precinct 26,Sheriff,,,Under Votes,153,5,116,32
2790,Precinct 26,County Tax Assessor-Collector,,REP,Billie Page,1133,23,905,205
2791,Precinct 26,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
2792,Precinct 26,County Tax Assessor-Collector,,,Under Votes,161,5,118,38
2794,Precinct 26,County Commissioner Pct 3,,REP,Tom Berry,1126,23,890,213
2795,Precinct 26,County Commissioner Pct 3,,,Over Votes,0,0,0,0
2796,Precinct 26,County Commissioner Pct 3,,,Under Votes,168,5,133,30
2798,Precinct 26,Constable Pct 3,,REP,Chad Wilson,1099,23,874,202
2799,Precinct 26,Constable Pct 3,,,Over Votes,0,0,0,0
2800,Precinct 26,Constable Pct 3,,,Under Votes,195,5,149,41
2802,Precinct 27,Registered Voters,,,,380,,,
2803,Precinct 27,Ballots Cast,,,,280,3,210,67
2805,Precinct 27,President,,REP,Donald J. Trump/JD Vance,259,3,192,64
2806,Precinct 27,President,,DEM,Kamala D. Harris/Tim Walz,20,0,17,3
2807,Precinct 27,President,,LIB,Chase Oliver/Mike ter Maat,0,0,0,0
2808,Precinct 27,President,,GRN,Jill Stein/Rudolph Ware,1,0,1,0
2809,Precinct 27,President,,,Write-ins,0,0,0,0
2810,Precinct 27,President,,,Over Votes,0,0,0,0
2811,Precinct 27,President,,,Under Votes,0,0,0,0
2813,Precinct 27,U.S. Senate,,REP,Ted Cruz,247,2,188,57
2814,Precinct 27,U.S. Senate,,DEM,Colin Allred,21,1,14,6
2815,Precinct 27,U.S. Senate,,LIB,Ted Brown,8,0,4,4
2816,Precinct 27,U.S. Senate,,,Write-ins,0,0,0,0
2817,Precinct 27,U.S. Senate,,,Over Votes,0,0,0,0
2818,Precinct 27,U.S. Senate,,,Under Votes,4,0,4,0
2820,Precinct 27,U.S. House,17,REP,Pete Sessions,247,1,186,60
2821,Precinct 27,U.S. House,17,DEM,Mark Lorenzen,21,1,15,5
2822,Precinct 27,U.S. House,17,,Over Votes,0,0,0,0
2823,Precinct 27,U.S. House,17,,Under Votes,12,1,9,2
2826,Precinct 27,Railroad Commissioner,,REP,Christi Craddick,238,2,178,58
2827,Precinct 27,Railroad Commissioner,,DEM,Katherine Culbert,17,0,14,3
2828,Precinct 27,Railroad Commissioner,,LIB,Hawk Dunlap,9,0,6,3
2829,Precinct 27,Railroad Commissioner,,GRN,Eddie Espinoza,3,0,2,1
2830,Precinct 27,Railroad Commissioner,,,Write-ins,0,0,0,0
2831,Precinct 27,Railroad Commissioner,,,Over Votes,0,0,0,0
2832,Precinct 27,Railroad Commissioner,,,Under Votes,13,1,10,2
2834,Precinct 27,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,246,1,184,61
2835,Precinct 27,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,18,1,14,3
2836,Precinct 27,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
2837,Precinct 27,"Justice, Supreme Court, Pl 2",,,Under Votes,16,1,12,3
2839,Precinct 27,"Justice, Supreme Court, Pl 4",,REP,John Devine,240,1,181,58
2840,Precinct 27,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,22,1,15,6
2841,Precinct 27,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
2842,Precinct 27,"Justice, Supreme Court, Pl 4",,,Under Votes,18,1,14,3
2844,Precinct 27,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,240,1,182,57
2845,Precinct 27,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,23,1,16,6
2846,Precinct 27,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,3,0,1,2
2847,Precinct 27,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
2848,Precinct 27,"Justice, Supreme Court, Pl 6",,,Under Votes,14,1,11,2
2851,Precinct 27,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,241,1,182,58
2852,Precinct 27,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,22,1,15,6
2853,Precinct 27,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
2854,Precinct 27,"Presiding Judge, Ct of Crim App",,,Under Votes,17,1,13,3
2856,Precinct 27,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,244,1,183,60
2857,Precinct 27,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,20,1,14,5
2858,Precinct 27,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
2859,Precinct 27,"Judge, Ct of Crim App, Pl 7",,,Under Votes,16,1,13,2
2861,Precinct 27,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,243,1,183,59
2862,Precinct 27,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,21,1,14,6
2863,Precinct 27,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
2864,Precinct 27,"Judge, Ct of Crim App, Pl 8",,,Under Votes,16,1,13,2
2866,Precinct 27,State Representative,9,REP,Trent Ashby,259,3,193,63
2867,Precinct 27,State Representative,9,,Over Votes,0,0,0,0
2868,Precinct 27,State Representative,9,,Under Votes,21,0,17,4
2871,Precinct 27,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,243,2,184,57
2872,Precinct 27,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
2873,Precinct 27,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,37,1,26,10
2875,Precinct 27,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,247,2,183,62
2876,Precinct 27,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
2877,Precinct 27,"Dist Attorney, 159th Judicial Dist",,,Under Votes,33,1,27,5
2879,Precinct 27,County Attorney,,REP,James M. Yakovsky,251,3,186,62
2880,Precinct 27,County Attorney,,,Over Votes,0,0,0,0
2881,Precinct 27,County Attorney,,,Under Votes,29,0,24,5
2883,Precinct 27,District Clerk - Unexpired Term,,REP,Meagan Moore,248,2,185,61
2884,Precinct 27,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
2885,Precinct 27,District Clerk - Unexpired Term,,,Under Votes,32,1,25,6
2887,Precinct 27,Sheriff,,REP,Tom Selman,254,3,189,62
2888,Precinct 27,Sheriff,,,Over Votes,0,0,0,0
2889,Precinct 27,Sheriff,,,Under Votes,26,0,21,5
2892,Precinct 27,County Tax Assessor-Collector,,REP,Billie Page,248,3,184,61
2893,Precinct 27,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
2894,Precinct 27,County Tax Assessor-Collector,,,Under Votes,32,0,26,6
2896,Precinct 27,Constable Pct 4,,REP,Daniel Zarzoza,256,3,192,61
2897,Precinct 27,Constable Pct 4,,,Over Votes,0,0,0,0
2898,Precinct 27,Constable Pct 4,,,Under Votes,24,0,18,6
2900,Precinct 28,Registered Voters,,,,1298,,,
2901,Precinct 28,Ballots Cast,,,,922,11,697,214
2903,Precinct 28,President,,REP,Donald J. Trump/JD Vance,773,4,587,182
2904,Precinct 28,President,,DEM,Kamala D. Harris/Tim Walz,140,6,104,30
2905,Precinct 28,President,,LIB,Chase Oliver/Mike ter Maat,2,0,2,0
2906,Precinct 28,President,,GRN,Jill Stein/Rudolph Ware,2,0,2,0
2907,Precinct 28,President,,,Write-ins,1,0,0,1
2908,Precinct 28,President,,,Over Votes,1,1,0,0
2909,Precinct 28,President,,,Under Votes,3,0,2,1
2911,Precinct 28,U.S. Senate,,REP,Ted Cruz,747,5,569,173
2912,Precinct 28,U.S. Senate,,DEM,Colin Allred,152,6,111,35
2913,Precinct 28,U.S. Senate,,LIB,Ted Brown,10,0,9,1
2914,Precinct 28,U.S. Senate,,,Write-ins,2,0,1,1
2915,Precinct 28,U.S. Senate,,,Over Votes,0,0,0,0
2916,Precinct 28,U.S. Senate,,,Under Votes,11,0,7,4
2918,Precinct 28,U.S. House,17,REP,Pete Sessions,758,5,575,178
2919,Precinct 28,U.S. House,17,DEM,Mark Lorenzen,135,6,102,27
2920,Precinct 28,U.S. House,17,,Over Votes,0,0,0,0
2921,Precinct 28,U.S. House,17,,Under Votes,29,0,20,9
2924,Precinct 28,Railroad Commissioner,,REP,Christi Craddick,733,5,558,170
2925,Precinct 28,Railroad Commissioner,,DEM,Katherine Culbert,112,5,88,19
2926,Precinct 28,Railroad Commissioner,,LIB,Hawk Dunlap,14,0,10,4
2927,Precinct 28,Railroad Commissioner,,GRN,Eddie Espinoza,17,0,12,5
2928,Precinct 28,Railroad Commissioner,,,Write-ins,0,0,0,0
2929,Precinct 28,Railroad Commissioner,,,Over Votes,0,0,0,0
2930,Precinct 28,Railroad Commissioner,,,Under Votes,46,1,29,16
2932,Precinct 28,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,744,4,568,172
2933,Precinct 28,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,133,7,101,25
2934,Precinct 28,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
2935,Precinct 28,"Justice, Supreme Court, Pl 2",,,Under Votes,45,0,28,17
2937,Precinct 28,"Justice, Supreme Court, Pl 4",,REP,John Devine,746,5,567,174
2938,Precinct 28,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,133,6,103,24
2939,Precinct 28,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
2940,Precinct 28,"Justice, Supreme Court, Pl 4",,,Under Votes,43,0,27,16
2942,Precinct 28,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,735,5,559,171
2943,Precinct 28,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,125,6,98,21
2944,Precinct 28,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,17,0,12,5
2945,Precinct 28,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
2946,Precinct 28,"Justice, Supreme Court, Pl 6",,,Under Votes,45,0,28,17
2949,Precinct 28,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,744,4,565,175
2950,Precinct 28,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,133,7,102,24
2951,Precinct 28,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
2952,Precinct 28,"Presiding Judge, Ct of Crim App",,,Under Votes,45,0,30,15
2954,Precinct 28,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,750,5,568,177
2955,Precinct 28,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,124,6,96,22
2956,Precinct 28,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
2957,Precinct 28,"Judge, Ct of Crim App, Pl 7",,,Under Votes,48,0,33,15
2959,Precinct 28,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,756,5,575,176
2960,Precinct 28,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,117,6,90,21
2961,Precinct 28,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
2962,Precinct 28,"Judge, Ct of Crim App, Pl 8",,,Under Votes,49,0,32,17
2964,Precinct 28,State Representative,9,REP,Trent Ashby,801,7,602,192
2965,Precinct 28,State Representative,9,,Over Votes,0,0,0,0
2966,Precinct 28,State Representative,9,,Under Votes,121,4,95,22
2969,Precinct 28,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,788,7,594,187
2970,Precinct 28,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
2971,Precinct 28,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,134,4,103,27
2973,Precinct 28,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,785,7,592,186
2974,Precinct 28,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
2975,Precinct 28,"Dist Attorney, 159th Judicial Dist",,,Under Votes,137,4,105,28
2977,Precinct 28,County Attorney,,REP,James M. Yakovsky,791,7,598,186
2978,Precinct 28,County Attorney,,,Over Votes,0,0,0,0
2979,Precinct 28,County Attorney,,,Under Votes,131,4,99,28
2981,Precinct 28,District Clerk - Unexpired Term,,REP,Meagan Moore,784,7,591,186
2982,Precinct 28,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
2983,Precinct 28,District Clerk - Unexpired Term,,,Under Votes,138,4,106,28
2985,Precinct 28,Sheriff,,REP,Tom Selman,807,8,610,189
